"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"34","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:15:14,FALSE,NA,"529200116586921984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mani30bloom",16,TRUE,FALSE,NA,NA
"35","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:10:44,FALSE,NA,"529198985647386625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VJfan_vasu",16,TRUE,FALSE,NA,NA
"36","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:10:06,FALSE,NA,"529198823420473344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kartik118",16,TRUE,FALSE,NA,NA
"37","""@deepaknrn 10 heroes who have 100 cr club
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan"" #Kaththihitsfastest100cr",FALSE,0,NA,2014-11-03 09:09:41,FALSE,NA,"529198720005308416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arafathvijayism",0,FALSE,FALSE,NA,NA
"38","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:08:11,FALSE,NA,"529198343214227456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arunpandian007",16,TRUE,FALSE,NA,NA
"39","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 09:07:43,FALSE,NA,"529198225865994240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ram_nisanth",72,TRUE,FALSE,NA,NA
"40","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:06:47,FALSE,NA,"529197990490038273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_ranjith",16,TRUE,FALSE,NA,NA
"41","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:06:25,FALSE,NA,"529197897321963521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaVanYaVJAddict",16,TRUE,FALSE,NA,NA
"42","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:05:14,FALSE,NA,"529197599253741568",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","Vani_bhojan",16,TRUE,FALSE,NA,NA
"43","RT ""@PawanKalyanFan: Watch #PawanKalyan's Bangaram movie on Gemini TV today at 3:00 PM http://t.co/aOnu3WONU3""",FALSE,0,"PawanKalyanFan",2014-11-03 09:04:47,FALSE,"529196422437302272","529197487878180866","149435604","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PowerStarSanju",0,FALSE,FALSE,NA,NA
"44","RT @PawanKalyanFan: Watch #PawanKalyan's Bangaram movie on Gemini TV today at 3:00 PM http://t.co/l378ewgb5s",FALSE,0,NA,2014-11-03 09:04:15,FALSE,NA,"529197350376312832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PowerStarSanju",2,TRUE,FALSE,NA,NA
"45","10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,10,NA,2014-11-03 09:03:31,FALSE,NA,"529197169719263232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","deepaknrn",16,FALSE,FALSE,NA,NA
"46","Watch #PawanKalyan's Bangaram movie on Gemini TV today at 3:00 PM http://t.co/l378ewgb5s",FALSE,6,NA,2014-11-03 09:00:33,FALSE,NA,"529196422437302272",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","PawanKalyanFan",2,FALSE,FALSE,NA,NA
"47","#Chiranjeevi and #PawanKalyan while shooting for #Daddy fight sequence. http://t.co/jeTABUiJ5n",FALSE,0,NA,2014-11-03 08:50:35,FALSE,NA,"529193914826100736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TollywoodTrends",0,FALSE,FALSE,NA,NA
"48","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:34:56,FALSE,NA,"529189975292534785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manojritzz",72,TRUE,FALSE,NA,NA
"49","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:31:44,FALSE,NA,"529189168924995584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dineshsn117",72,TRUE,FALSE,NA,NA
"50","#Pawankalyan is the Art of living -
Ravi shankar guruji",FALSE,3,NA,2014-11-03 08:28:34,FALSE,NA,"529188372581847040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PawanKalyanInfo",4,FALSE,FALSE,NA,NA
"51","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:24:01,FALSE,NA,"529187228728049664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hak_Chin007",72,TRUE,FALSE,NA,NA
"52","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:21:43,FALSE,NA,"529186646919352320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thusmank",72,TRUE,FALSE,NA,NA
"53","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:20:51,FALSE,NA,"529186431315349505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suvitha85",72,TRUE,FALSE,NA,NA
"54","RT @KiaaraSandhu: Chennai Masala USA Top 5 Biggest Stars in South,1.@superstarrajini 2.#Vijay 3.#PawanKalyan 4.#Ajith 5.@urstrulyMahesh htt…",FALSE,0,NA,2014-11-03 08:20:12,FALSE,NA,"529186266760220674",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","karthis778",72,TRUE,FALSE,NA,NA
"55","RT @adityamusic: Guess the song and the movie!

#PowerStar #PawanKalyan http://t.co/h0ZWTvcafs",FALSE,0,NA,2014-11-03 08:18:01,FALSE,NA,"529185717583220736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PowerStarSanju",1,TRUE,FALSE,NA,NA
