"","score","text","path"
"727",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""268","https://twitter.com/kajal_limbu"
"728",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""267","https://twitter.com/kajal_limbu"
"729",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""266","https://twitter.com/kajal_limbu"
"730",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""265","https://twitter.com/kajal_limbu"
"731",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""264","https://twitter.com/kajal_limbu"
"733",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""263","https://twitter.com/kajal_limbu"
"735",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""262","https://twitter.com/kajal_limbu"
"737",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""261","https://twitter.com/kajal_limbu"
"738",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""260","https://twitter.com/kajal_limbu"
"739",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""259","https://twitter.com/kajal_limbu"
"740",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""258","https://twitter.com/kajal_limbu"
"741",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""257","https://twitter.com/kajal_limbu"
"743",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""256","https://twitter.com/kajal_limbu"
"744",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""255","https://twitter.com/kajal_limbu"
"746",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""254","https://twitter.com/kajal_limbu"
"747",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""253","https://twitter.com/kajal_limbu"
"748",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""252","https://twitter.com/kajal_limbu"
"749",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""251","https://twitter.com/kajal_limbu"
"752",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""250","https://twitter.com/kajal_limbu"
"754",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""249","https://twitter.com/kajal_limbu"
"755",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""248","https://twitter.com/kajal_limbu"
"756",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""247","https://twitter.com/kajal_limbu"
"757",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""246","https://twitter.com/kajal_limbu"
"758",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""245","https://twitter.com/kajal_limbu"
"759",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""244","https://twitter.com/kajal_limbu"
"760",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""243","https://twitter.com/kajal_limbu"
"761",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""242","https://twitter.com/kajal_limbu"
"764",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""241","https://twitter.com/kajal_limbu"
"776",-1,"@mrrajatkapoor Lol.... :D baba will get angry OK .. :P","https://twitter.com/kajal_twitt"
"785",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""240","https://twitter.com/kajal_limbu"
"787",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""239","https://twitter.com/kajal_limbu"
"788",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""238","https://twitter.com/kajal_limbu"
"789",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""237","https://twitter.com/kajal_limbu"
"790",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""236","https://twitter.com/kajal_limbu"
"791",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""235","https://twitter.com/kajal_limbu"
"792",-1,"RT @jpsayz26: Hat trick pair #Tarak #Kajal :* :* #TemperMania http://t.co/4scMpRPLED","https://twitter.com/TarakFanatic"
"793",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""234","https://twitter.com/kajal_limbu"
"794",-1,"Kajal Aggarwal fought her fear of dogs: http://t.co/w4FLdq1GCf via @YouTube","https://twitter.com/tamilstar"
"795",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""233","https://twitter.com/kajal_limbu"
"796",-1,"Hat trick pair #Tarak #Kajal :* :* #TemperMania http://t.co/4scMpRPLED","https://twitter.com/jpsayz26"
"797",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""232","https://twitter.com/kajal_limbu"
"798",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""231","https://twitter.com/kajal_limbu"
"799",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""230","https://twitter.com/kajal_limbu"
"800",-1,"@Harry_StylesYeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""229","https://twitter.com/kajal_limbu"
"801",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""228","https://twitter.com/kajal_limbu"
"802",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""227","https://twitter.com/kajal_limbu"
"803",-1,"@Harry_Styles Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""226","https://twitter.com/kajal_limbu"
"804",-1,"@Harry_Styles  Yeah I'm insane Because ""I Want All Of You,
Forever, You And Me,
Everyday""
Is it too much to ask for a follow?""225","https://twitter.com/kajal_limbu"
